location_id,location_name,iso3,level,year,the_total_mean,the_total_lower,the_total_upper,the_total_ppp_mean,the_total_ppp_lower,the_total_ppp_upper,ghes_total_mean,ghes_total_lower,ghes_total_upper,ghes_total_ppp_mean,ghes_total_ppp_lower,ghes_total_ppp_upper,ppp_total_mean,ppp_total_lower,ppp_total_upper,ppp_total_ppp_mean,ppp_total_ppp_lower,ppp_total_ppp_upper,oop_total_mean,oop_total_lower,oop_total_upper,oop_total_ppp_mean,oop_total_ppp_lower,oop_total_ppp_upper,dah_total_mean,dah_total_ppp_mean,the_per_cap_mean,the_per_cap_lower,the_per_cap_upper,the_per_cap_ppp_mean,the_per_cap_ppp_lower,the_per_cap_ppp_upper,ghes_per_cap_mean,ghes_per_cap_lower,ghes_per_cap_upper,ghes_per_cap_ppp_mean,ghes_per_cap_ppp_lower,ghes_per_cap_ppp_upper,ppp_per_cap_mean,ppp_per_cap_lower,ppp_per_cap_upper,ppp_per_cap_ppp_mean,ppp_per_cap_ppp_lower,ppp_per_cap_ppp_upper,oop_per_cap_mean,oop_per_cap_lower,oop_per_cap_upper,oop_per_cap_ppp_mean,oop_per_cap_ppp_lower,oop_per_cap_ppp_upper,dah_per_cap_mean,dah_per_cap_ppp_mean,ghes_per_the_mean,ghes_per_the_lower,ghes_per_the_upper,ppp_per_the_mean,ppp_per_the_lower,ppp_per_the_upper,oop_per_the_mean,oop_per_the_lower,oop_per_the_upper,dah_per_the_mean,dah_per_the_lower,dah_per_the_upper,the_per_gdp_mean,the_per_gdp_lower,the_per_gdp_upper,ghes_per_gdp_mean,ghes_per_gdp_lower,ghes_per_gdp_upper,ppp_per_gdp_mean,ppp_per_gdp_lower,ppp_per_gdp_upper,oop_per_gdp_mean,oop_per_gdp_lower,oop_per_gdp_upper,dah_per_gdp_mean,dah_per_gdp_lower,dah_per_gdp_upper,cluster
205,Côte d'Ivoire,CIV,Country,2021,2435408,2355707,2520195,6386903,6177885,6609257,679638,649993,713182,1782364,1704618,1870333,398579,365588,430189,1045281,958760,1128178,660296,593966,720375,1731638.0,1557688,1889197,696895,1827620,87,84,90,229,221,237,24,23,26,64,61,67,14,13,15,37,34,40,24,21,26,62,56,68,25,65,0.279,0.267,0.292,0.164,0.152,0.176,0.271,0.252,0.289,0.286,0.277,0.296,0.037,0.035,0.038,0.01,0.01,0.011,0.006,0.005,0.006,0.01,0.009,0.011,0.01,0.01,0.011,0
7,Democratic People's Republic of Korea,PRK,Country,2021,944746,745825,1164523,563600,444932,694711,604061,426916,815666,360361,254682,486596,7542,3722,13155,4499,2220,7848,333138,231830,452737,198738.0,138301,270086,4,3,36,28,44,21,17,26,23,16,31,14,10,18,0,0,0,0,0,0,13,9,17,8,5,10,0,0,0.638,0.541,0.735,0.008,0.004,0.015,0.354,0.257,0.451,0.0,0.0,0.0,0.06,0.047,0.077,0.039,0.028,0.051,0.0,0.0,0.001,0.021,0.015,0.029,0.0,0.0,0.0,0
171,Democratic Republic of the Congo,COD,Country,2021,2752831,2614029,2910258,5705744,5418052,6032040,379594,324938,445753,786778,673494,923905,166191,82374,288365,344462,170736,597690,880597,796082,968818,1825197.0,1650026,2008051,1326449,2749307,31,29,32,63,60,67,4,4,5,9,7,10,2,1,3,4,2,7,10,9,11,20,18,22,15,31,0.138,0.119,0.161,0.06,0.031,0.1,0.32,0.293,0.345,0.482,0.456,0.507,0.048,0.046,0.051,0.007,0.006,0.008,0.003,0.001,0.005,0.015,0.014,0.017,0.023,0.023,0.023,0
78,Denmark,DNK,Country,2021,41224501,40728643,41720281,43056928,42539029,43574745,35228242,34728819,35732306,36794136,36272513,37320605,904627,876963,931839,944838,915944,973259,5091632,4993096,5203544,5317955.0,5215039,5434842,0,0,7026,6941,7110,7338,7250,7426,6004,5919,6090,6271,6182,6361,154,149,159,161,156,166,868,851,887,906,889,926,0,0,0.855,0.852,0.858,0.022,0.021,0.023,0.124,0.121,0.126,0.0,0.0,0.0,0.105,0.104,0.106,0.09,0.089,0.091,0.002,0.002,0.002,0.013,0.013,0.013,0.0,0.0,0.0,1
177,Djibouti,DJI,Country,2021,108005,98043,120178,194866,176891,216827,34745,26910,44272,62689,48551,79877,1286,693,2126,2320,1249,3835,20665,14960,27516,37283.0,26992,49645,51310,92574,86,78,96,155,141,173,28,21,35,50,39,64,1,1,2,2,1,3,16,12,22,30,22,40,41,74,0.321,0.266,0.375,0.012,0.006,0.02,0.191,0.146,0.244,0.476,0.427,0.523,0.026,0.022,0.03,0.008,0.006,0.011,0.0,0.0,0.001,0.005,0.003,0.007,0.012,0.011,0.014,0
110,Dominica,DMA,Country,2021,41108,39270,43001,64571,61685,67545,23677,22145,25319,37192,34784,39771,414,238,633,650,374,994,8798,7785,9846,13819.0,12229,15466,8218,12909,614,587,642,965,922,1009,354,331,378,556,520,594,6,4,9,10,6,15,131,116,147,206,183,231,123,193,0.576,0.555,0.599,0.01,0.006,0.015,0.214,0.192,0.234,0.2,0.191,0.209,0.075,0.072,0.079,0.043,0.04,0.047,0.001,0.0,0.001,0.016,0.014,0.018,0.015,0.015,0.015,0
111,Dominican Republic,DOM,Country,2021,5614534,5274210,5991453,12641425,11875168,13490079,3575468,3315179,3852914,8050359,7464303,8675043,431119,302996,610198,970687,682212,1373894,1255970,1102486,1420711,2827883.0,2482305,3198806,351977,792496,512,481,547,1154,1084,1231,326,303,352,735,681,792,39,28,56,89,62,125,115,101,130,258,227,292,32,72,0.637,0.605,0.665,0.077,0.055,0.105,0.224,0.2,0.247,0.063,0.059,0.067,0.052,0.048,0.056,0.033,0.03,0.036,0.004,0.003,0.006,0.012,0.01,0.013,0.003,0.003,0.003,0
122,Ecuador,ECU,Country,2021,9644403,9242227,10047856,19366271,18558688,20176418,5901267,5653371,6163707,11849933,11352151,12376921,480691,318034,689925,965243,638622,1385392,2815615,2555288,3096325,5653846.0,5131101,6217519,446830,897249,534,512,556,1073,1028,1117,327,313,341,656,629,685,27,18,38,53,35,77,156,142,171,313,284,344,25,50,0.612,0.589,0.634,0.05,0.033,0.07,0.292,0.27,0.314,0.046,0.044,0.048,0.085,0.081,0.089,0.052,0.05,0.054,0.004,0.003,0.006,0.025,0.023,0.027,0.004,0.004,0.004,0
141,Egypt,EGY,Country,2021,20711202,19666191,21781869,73031330,69346440,76806693,7713000,7137535,8345790,27197391,25168201,29428721,1242715,756225,1940794,4382032,2666582,6843581,11316044,10718569,11886160,39902356.0,37795555,41912686,439443,1549552,196,186,206,691,656,727,73,68,79,257,238,278,12,7,18,41,25,65,107,101,112,378,358,397,4,15,0.372,0.348,0.398,0.06,0.037,0.09,0.547,0.519,0.57,0.021,0.02,0.022,0.048,0.043,0.054,0.018,0.016,0.02,0.003,0.002,0.004,0.026,0.023,0.029,0.001,0.001,0.001,0
127,El Salvador,SLV,Country,2021,3136185,2955938,3328385,6788279,6398134,7204296,1976479,1842616,2131671,4278092,3988346,4614007,212291,145247,300215,459504,314388,649816,809737,709781,914784,1752677.0,1536322,1980052,137678,298005,487,459,517,1054,994,1119,307,286,331,665,619,717,33,23,47,71,49,101,126,110,142,272,239,308,21,46,0.63,0.6,0.662,0.068,0.047,0.095,0.258,0.232,0.284,0.044,0.041,0.047,0.097,0.092,0.103,0.061,0.057,0.066,0.007,0.004,0.009,0.025,0.022,0.028,0.004,0.004,0.004,0
172,Equatorial Guinea,GNQ,Country,2021,410207,374428,448365,1016704,928025,1111280,75504,60489,92263,187138,149923,228674,9450,5583,14997,23422,13839,37171,301632,270558,333953,747600.0,670582,827706,23621,58544,272,248,297,673,614,736,50,40,61,124,99,151,6,4,10,16,9,25,200,179,221,495,444,548,16,39,0.184,0.153,0.219,0.023,0.014,0.037,0.735,0.699,0.771,0.058,0.053,0.063,0.037,0.032,0.042,0.007,0.005,0.009,0.001,0.0,0.001,0.028,0.023,0.032,0.002,0.002,0.002,0
178,Eritrea,ERI,Country,2021,117541,103005,135146,365189,320025,419884,20237,14410,27050,62875,44771,84041,19,0,41,58,0,128,46983,33402,62995,145972.0,103776,195718,50302,156283,18,16,21,56,49,64,3,2,4,10,7,13,0,0,0,0,0,0,7,5,10,22,16,30,8,24,0.172,0.129,0.225,0.0,0.0,0.0,0.398,0.317,0.474,0.43,0.372,0.488,0.028,0.025,0.033,0.005,0.004,0.006,0.0,0.0,0.0,0.011,0.008,0.015,0.012,0.012,0.013,0
58,Estonia,EST,Country,2021,2881637,2834473,2932449,4572462,4497623,4653088,2196182,2150991,2244287,3484810,3413103,3561140,45374,39758,51159,71997,63086,81178,640081,623668,657346,1015654.0,989610,1043048,0,0,2200,2164,2239,3491,3434,3553,1677,1642,1714,2661,2606,2719,35,30,39,55,48,62,489,476,502,775,756,796,0,0,0.762,0.756,0.768,0.016,0.014,0.018,0.222,0.217,0.228,0.0,0.0,0.0,0.076,0.075,0.078,0.058,0.057,0.06,0.001,0.001,0.001,0.017,0.017,0.017,0.0,0.0,0.0,3
197,Eswatini,SWZ,Country,2021,371587,353706,390856,992039,944303,1043483,172758,162367,183876,461219,433477,490900,42289,29307,57923,112899,78242,154640,34764,28710,41966,92811.0,76649,112037,121776,325109,321,306,338,857,816,901,149,140,159,398,374,424,37,25,50,98,68,134,30,25,36,80,66,97,105,281,0.465,0.438,0.49,0.114,0.082,0.151,0.094,0.077,0.111,0.328,0.312,0.344,0.08,0.075,0.085,0.037,0.035,0.04,0.009,0.006,0.012,0.007,0.006,0.009,0.026,0.025,0.027,0
179,Ethiopia,ETH,Country,2021,3971048,3645427,4335880,11794071,10826971,12877627,1140046,855976,1458670,3385954,2542262,4332270,174990,87842,301103,519722,260891,894282,1331412,1170265,1492400,3954313.0,3475704,4432451,1324601,3934083,37,34,40,109,100,119,10,8,13,31,23,40,2,1,3,5,2,8,12,11,14,36,32,41,12,36,0.286,0.232,0.343,0.044,0.023,0.075,0.336,0.295,0.376,0.334,0.305,0.363,0.037,0.03,0.043,0.011,0.007,0.014,0.002,0.001,0.003,0.012,0.01,0.015,0.012,0.011,0.014,0
22,Fiji,FJI,Country,2021,263137,244561,281675,718698,667962,769331,139810,123635,157615,381860,337680,430488,25827,18703,35137,70541,51083,95968,39664,33581,46312,108333.0,91718,126490,57835,157964,284,264,304,776,721,831,151,133,170,412,365,465,28,20,38,76,55,104,43,36,50,117,99,137,62,171,0.531,0.493,0.563,0.098,0.075,0.132,0.151,0.129,0.174,0.22,0.205,0.236,0.066,0.058,0.074,0.035,0.03,0.041,0.007,0.005,0.009,0.01,0.008,0.012,0.015,0.013,0.016,0
79,Finland,FIN,Country,2021,28522910,28037584,29045253,32686894,32130715,33285491,23424166,22950383,23946234,26843797,26300848,27442081,527630,489698,564366,604657,561187,646756,4571115,4440564,4714877,5238440.0,5088830,5403189,0,0,5158,5070,5252,5911,5810,6019,4236,4150,4330,4854,4756,4962,95,89,102,109,101,117,827,803,853,947,920,977,0,0,0.821,0.816,0.826,0.018,0.017,0.02,0.16,0.155,0.165,0.0,0.0,0.0,0.103,0.101,0.104,0.084,0.082,0.086,0.002,0.002,0.002,0.016,0.016,0.017,0.0,0.0,0.0,1
80,France,FRA,Country,2021,334115148,329894311,338517805,444025319,438416000,449876269,252444355,249480796,255639803,335488187,331549738,339734807,51901164,48940050,55193145,68974516,65039318,73349424,29769630,28459786,31012293,39562616.0,37821887,41214065,0,0,5027,4963,5093,6681,6596,6769,3798,3754,3846,5048,4988,5111,781,736,830,1038,979,1104,448,428,467,595,569,620,0,0,0.756,0.748,0.764,0.155,0.147,0.163,0.089,0.085,0.093,0.0,0.0,0.0,0.124,0.119,0.127,0.093,0.091,0.096,0.019,0.018,0.02,0.011,0.01,0.012,0.0,0.0,0.0,1
173,Gabon,GAB,Country,2021,571699,529304,621840,1065272,986275,1158702,320492,292915,350514,597187,545802,653129,88250,66648,121283,164440,124189,225991,121386,102621,143348,226184.0,191218,267106,41571,77461,315,292,343,587,544,639,177,162,193,329,301,360,49,37,67,91,68,125,67,57,79,125,105,147,23,43,0.561,0.521,0.597,0.154,0.121,0.198,0.212,0.181,0.245,0.073,0.067,0.079,0.035,0.031,0.039,0.02,0.017,0.022,0.005,0.004,0.007,0.007,0.006,0.009,0.003,0.002,0.003,0
206,Gambia,GMB,Country,2021,149473,141774,159140,474137,449714,504799,32983,27055,39875,104624,85821,126485,7317,3647,12637,23210,11569,40084,14257,11386,17542,45223.0,36116,55645,94917,301081,62,59,67,198,188,211,14,11,17,44,36,53,3,2,5,10,5,17,6,5,7,19,15,23,40,126,0.22,0.186,0.254,0.049,0.025,0.082,0.095,0.077,0.116,0.636,0.596,0.669,0.079,0.073,0.085,0.017,0.014,0.021,0.004,0.002,0.007,0.008,0.006,0.009,0.05,0.047,0.052,0
35,Georgia,GEO,Country,2021,2083760,2005406,2162440,6323091,6085329,6561842,1039244,1003995,1077884,3153545,3046584,3270798,305998,251276,369335,928541,762489,1120734,654508,619434,690404,1986080.0,1879650,2095005,84010,254925,579,557,601,1756,1690,1823,289,279,299,876,846,909,85,70,103,258,212,311,182,172,192,552,522,582,23,71,0.499,0.479,0.517,0.147,0.124,0.173,0.314,0.299,0.331,0.04,0.039,0.042,0.097,0.093,0.101,0.048,0.046,0.05,0.014,0.012,0.017,0.03,0.029,0.032,0.004,0.004,0.004,0
81,Germany,DEU,Country,2021,516722412,511237020,522749175,679094564,671885472,687015147,408320938,403053161,413542422,536629578,529706481,543491833,45415343,44387209,46416988,59686423,58335213,61002820,62986131,61448429,64590067,82778563.0,80757663,84886512,0,0,6045,5981,6115,7944,7860,8037,4777,4715,4838,6278,6197,6358,531,519,543,698,682,714,737,719,756,968,945,993,0,0,0.79,0.786,0.794,0.088,0.086,0.09,0.122,0.119,0.125,0.0,0.0,0.0,0.125,0.124,0.127,0.099,0.098,0.101,0.011,0.011,0.011,0.015,0.015,0.016,0.0,0.0,0.0,1
207,Ghana,GHA,Country,2021,3271486,2837599,3741239,9809577,8508563,11218137,1535714,1200112,1899842,4604850,3598546,5696692,303706,161612,501529,910666,484594,1503838,807495,625589,1039930,2421280.0,1875835,3118240,624571,1872780,95,83,109,286,248,327,45,35,55,134,105,166,9,5,15,27,14,44,24,18,30,71,55,91,18,55,0.469,0.398,0.533,0.093,0.051,0.146,0.247,0.194,0.305,0.192,0.167,0.22,0.05,0.037,0.07,0.023,0.016,0.034,0.005,0.002,0.009,0.012,0.008,0.018,0.009,0.008,0.013,0
82,Greece,GRC,Country,2021,19076172,18166989,20029846,34152737,32524995,35860132,11266726,10458624,12100750,20171212,18724440,21664396,1474640,1275221,1677372,2640100,2283073,3003058,6334807,5933690,6748057,11341425.0,10623293,12081282,0,0,1874,1785,1968,3355,3195,3523,1107,1027,1189,1982,1839,2128,145,125,165,259,224,295,622,583,663,1114,1044,1187,0,0,0.591,0.567,0.612,0.077,0.068,0.089,0.332,0.312,0.355,0.0,0.0,0.0,0.096,0.091,0.101,0.057,0.053,0.061,0.007,0.006,0.008,0.032,0.03,0.034,0.0,0.0,0.0,3
349,Greenland,GRL,Country,2021,395049,324220,476082,398619,327150,480384,395023,324220,476051,398593,327150,480353,13,0,29,13,0,29,13,0,29,13.0,0,29,0,0,7058,5793,8506,7122,5845,8583,7058,5793,8505,7121,5845,8582,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.111,0.171,0.137,0.111,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
112,Grenada,GRD,Country,2021,67371,63554,71300,118692,111966,125614,25660,23410,27992,45207,41243,49316,2681,1680,3942,4724,2960,6944,34351,31403,37303,60519.0,55325,65719,4678,8242,656,619,694,1156,1090,1223,250,228,273,440,402,480,26,16,38,46,29,68,335,306,363,589,539,640,46,80,0.381,0.355,0.405,0.04,0.025,0.058,0.51,0.485,0.536,0.07,0.066,0.074,0.069,0.062,0.076,0.026,0.023,0.03,0.003,0.002,0.004,0.035,0.03,0.04,0.005,0.004,0.005,0
351,Guam,GUM,Country,2021,160817,127400,197413,160817,127400,197413,108527,77204,144966,108527,77204,144966,10701,5219,18813,10701,5219,18813,41589,28942,56520,41589.0,28942,56520,0,0,1010,800,1240,1010,800,1240,681,485,910,681,485,910,67,33,118,67,33,118,261,182,355,261,182,355,0,0,0.673,0.573,0.761,0.067,0.032,0.114,0.26,0.183,0.353,0.0,0.0,0.0,0.026,0.02,0.034,0.018,0.013,0.025,0.002,0.001,0.003,0.007,0.005,0.01,0.0,0.0,0.0,0
128,Guatemala,GTM,Country,2021,6371829,6064347,6686458,12594423,11986661,13216311,2148826,1894527,2405106,4247324,3744683,4753882,208675,120950,325984,412463,239067,644332,3888491,3753571,4031829,7685910.0,7419229,7969228,125837,248726,403,384,423,797,759,837,136,120,152,269,237,301,13,8,21,26,15,41,246,238,255,487,470,505,8,16,0.337,0.307,0.364,0.033,0.02,0.05,0.61,0.582,0.637,0.02,0.019,0.021,0.079,0.074,0.084,0.027,0.023,0.03,0.003,0.002,0.004,0.048,0.045,0.051,0.002,0.001,0.002,0
208,Guinea,GIN,Country,2021,799935,762577,844678,1748856,1667183,1846676,138095,120386,158155,301909,263194,345766,47988,24957,80236,104914,54561,175417,392953,365928,419986,859094.0,800009,918193,220899,482940,60,57,63,130,124,138,10,9,12,23,20,26,4,2,6,8,4,13,29,27,31,64,60,68,16,36,0.173,0.153,0.193,0.06,0.032,0.097,0.491,0.464,0.517,0.276,0.262,0.29,0.042,0.04,0.046,0.007,0.006,0.008,0.003,0.001,0.004,0.021,0.019,0.023,0.012,0.011,0.012,0
209,Guinea-Bissau,GNB,Country,2021,170892,162830,178845,549159,523251,574717,18753,16575,21175,60262,53262,68045,4228,2097,7329,13585,6737,23552,81078,74208,88637,260543.0,238467,284833,66834,214769,83,79,86,265,253,278,9,8,10,29,26,33,2,1,4,7,3,11,39,36,43,126,115,138,32,104,0.11,0.097,0.124,0.025,0.012,0.042,0.474,0.451,0.497,0.391,0.374,0.41,0.105,0.087,0.123,0.012,0.009,0.014,0.003,0.001,0.004,0.05,0.041,0.06,0.041,0.035,0.047,0
113,Guyana,GUY,Country,2021,451596,429337,474739,1050667,998881,1104510,299654,283476,316085,697164,659524,735392,11503,6446,18363,26762,14998,42724,127633,113478,143339,296946.0,264013,333487,12806,29795,592,563,622,1378,1310,1448,393,372,414,914,865,964,15,8,24,35,20,56,167,149,188,389,346,437,17,39,0.664,0.635,0.688,0.025,0.014,0.041,0.283,0.256,0.31,0.028,0.027,0.03,0.049,0.045,0.055,0.033,0.03,0.036,0.001,0.001,0.002,0.014,0.012,0.016,0.001,0.001,0.002,0
114,Haiti,HTI,Country,2021,726701,636822,827227,1349786,1182842,1536503,94633,68749,124333,175773,127695,230938,68787,35557,115437,127767,66044,214414,324073,244421,418929,601938.0,453990,778125,239208,444308,56,49,64,105,92,119,7,5,10,14,10,18,5,3,9,10,5,17,25,19,32,47,35,60,19,34,0.13,0.094,0.169,0.094,0.05,0.154,0.444,0.37,0.52,0.331,0.289,0.376,0.031,0.027,0.036,0.004,0.003,0.005,0.003,0.002,0.005,0.014,0.011,0.018,0.01,0.01,0.011,0
